Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_000913.3	3370347	3371036		minus	putative N-acetylmannosamine-6-phosphate 2-epimerase	nanE	947745	protein-coding		NP_417690.1	229	b3223
NC_000913.3	3371084	3372574		minus	N-acetylneuraminate:H(+) symporter	nanT	947740	protein-coding		NP_417691.4	496	b3224
NC_000913.3	3372683	3373576		minus	N-acetylneuraminate lyase	nanA	947742	protein-coding		NP_417692.1	297	b3225
NC_000913.3	3373698	3374489		minus	NanR	nanR	945468	protein-coding		NP_417693.3	263	b3226
NC_000913.3	3374869	3376236		plus	putative transporter DcuD	dcuD	946575	protein-coding		NP_417694.1	455	b3227
NC_000913.3	3376279	3376776		minus	ClpXP protease specificity-enhancing factor	sspB	944774	protein-coding		NP_417695.1	165	b3228
NC_000913.3	3376782	3377420		minus	stringent starvation protein A	sspA	944744	protein-coding		NP_417696.1	212	b3229
NC_000913.3	3377815	3378207		minus	30S ribosomal subunit protein S9	rpsI	949000	protein-coding		NP_417697.1	130	b3230
NC_000913.3	3378223	3378651		minus	50S ribosomal subunit protein L13	rplM	947828	protein-coding		NP_417698.1	142	b3231
NC_000913.3	3378870	3379997		minus	cell division protein ZapE	zapE	947821	protein-coding		NP_417699.1	375	b3232
NC_000913.3	3380191	3380589		plus	Z-ring associated protein G	zapG	947815	protein-coding		NP_417700.2	132	b3233
NC_000913.3	3380743	3382110		plus	periplasmic serine endoprotease	degQ	947812	protein-coding		NP_417701.1	455	b3234
NC_000913.3	3382200	3383267		plus	serine endoprotease	degS	947865	protein-coding		NP_417702.1	355	b3235
NC_000913.3	3383330	3384268		minus	malate dehydrogenase	mdh	947854	protein-coding		NP_417703.1	312	b3236
NC_000913.3	3384703	3385173		plus	DNA-binding transcriptional dual regulator ArgR	argR	947861	protein-coding		NP_417704.1	156	b3237
NC_000913.3	3385538	3385801		plus	DUF1471 domain-containing stress-induced protein YhcN	yhcN	947835	protein-coding		NP_417705.2	87	b3238
NC_000913.3	3385857	3386129		minus	putative barnase inhibitor	yhcO	947830	protein-coding		NP_417706.1	90	b3239
NC_000913.3	3386221	3388188		minus	aromatic carboxylic acid efflux pump subunit AaeB	aaeB	947747	protein-coding		NP_417707.1	655	b3240
NC_000913.3	3388194	3389126		minus	aromatic carboxylic acid efflux pump membrane fusion protein	aaeA	947748	protein-coding		NP_417708.1	310	b3241
NC_000913.3	3389134	3389337		minus	DUF1656 domain-containing protein AaeX	aaeX	947751	protein-coding		NP_417709.2	67	b3242
NC_000913.3	3389520	3390449		plus	DNA-binding transcriptional activator AaeR	aaeR	947760	protein-coding		NP_417710.1	309	b3243
NC_000913.3	3390583	3392028		minus	metalloprotease subunit TldD	tldD	947749	protein-coding		NP_417711.1	481	b3244
NC_000913.3	3392458	3396258		minus	phospholipid transport factor YhdP	yhdP	2847740	protein-coding		YP_026208.1	1266	b4472
NC_000913.3	3396326	3397795		minus	RNase G	rng	947744	protein-coding		NP_417713.2	489	b3247
NC_000913.3	3397785	3398378		minus	nucleoside triphosphate pyrophosphatase YhdE	yhdE	947753	protein-coding		NP_417714.1	197	b3248
NC_000913.3	3398387	3398875		minus	cell shape determining protein MreD	mreD	947756	protein-coding		NP_417715.1	162	b3249
NC_000913.3	3398875	3399978		minus	cell shape determining protein MreC	mreC	947655	protein-coding		NP_417716.1	367	b3250
NC_000913.3	3400044	3401087		minus	dynamic cytoskeletal protein MreB	mreB	948588	protein-coding		NP_417717.2	347	b3251
NC_000913.3	3401392	3403332		minus	regulator of CsrB and CsrC decay	csrD	947702	protein-coding		NP_417718.1	646	b3252
NC_000913.3	3403484	3404458		plus	acrylyl-CoA reductase	yhdH	947848	protein-coding		NP_417719.1	324	b3253
NC_000913.3	3404495	3404637		plus	uncharacterized gene	yrdF	7751640	pseudogene				b4697
NC_000913.3	3404638	3405031		plus	uncharacterized gene	yrdE	5625572	pseudogene				b4646
NC_000913.3	3405436	3405906		plus	biotin carboxyl carrier protein	accB	947758	protein-coding		NP_417721.1	156	b3255
NC_000913.3	3405917	3407266		plus	biotin carboxylase	accC	947761	protein-coding		NP_417722.1	449	b3256
NC_000913.3	3407375	3407617		plus	DUF997 domain-containing protein YhdT	yhdT	947762	protein-coding		NP_417723.1	80	b3257
NC_000913.3	3407607	3409058		plus	pantothenate:Na(+) symporter	panF	947752	protein-coding		NP_417724.4	483	b3258
NC_000913.3	3409070	3409951		plus	ribosomal protein L11 methyltransferase	prmA	947708	protein-coding		NP_417725.1	293	b3259
NC_000913.3	3410280	3411245		plus	tRNA-dihydrouridine synthase B	dusB	947707	protein-coding		NP_417726.1	321	b3260
NC_000913.3	3411271	3411567		plus	DNA-binding transcriptional dual regulator Fis	fis	947697	protein-coding		NP_417727.1	98	b3261
NC_000913.3	3411653	3412537		plus	DNA adenine methyltransferase	yhdJ	947695	protein-coding		NP_417728.4	294	b3262
NC_000913.3	3412621	3412800		plus	DUF2556 domain-containing protein YhdU	yhdU	947700	protein-coding		NP_417729.1	59	b3263
NC_000913.3	3412803	3413465		minus	DNA-binding transcriptional repressor EnvR	envR	947704	protein-coding		NP_417730.1	220	b3264
NC_000913.3	3413864	3415021		plus	multidrug efflux pump membrane fusion lipoprotein AcrE	acrE	947706	protein-coding		NP_417731.1	385	b3265
NC_000913.3	3415033	3418137		plus	multidrug efflux pump RND permease AcrF	acrF	947768	protein-coding		NP_417732.1	1034	b3266
NC_000913.3	3418390	3418611		plus	lipoprotein YhdV	yhdV	947767	protein-coding		NP_417733.1	73	b3267
NC_000913.3	3419042	3420066		plus	uncharacterized gene	yhdW	947766	pseudogene				b3268
NC_000913.3	3420134	3421315		plus	putative ABC transporter membrane subunit YhdX	yhdX	947765	protein-coding		YP_026209.1	393	b3269
NC_000913.3	3421325	3422428		plus	putative ABC transporter membrane subunit YhdY	yhdY	947764	protein-coding		NP_417736.2	367	b3270
NC_000913.3	3422436	3423194		plus	putative ABC transporter ATP-binding subunit YhdZ	yhdZ	947763	protein-coding		NP_417737.1	252	b3271
NC_000913.3	3423423	3423542		minus	5S ribosomal RNA	rrfF	947771	rRNA				b3272
NC_000913.3	3423580	3423655		minus	tRNA-Thr	thrV	947770	tRNA				b3273
NC_000913.3	3423668	3423787		minus	5S ribosomal RNA	rrfD	947769	rRNA				b3274
NC_000913.3	3423880	3426783		minus	23S ribosomal RNA	rrlD	947773	rRNA				b3275
NC_000913.3	3426958	3427033		minus	tRNA-Ala	alaU	947772	tRNA				b3276
NC_000913.3	3427076	3427152		minus	tRNA-Ile	ileU	947778	tRNA				b3277
NC_000913.3	3427221	3428762		minus	16S ribosomal RNA	rrsD	947777	rRNA				b3278
NC_000913.3	3429236	3429790		plus	hexapeptide repeat-containing protein YrdA	yrdA	947775	protein-coding		NP_417738.4	184	b3279
NC_000913.3	3429766	3430023		minus	DUF1488 domain-containing protein YrdB	yrdB	947774	protein-coding		NP_417739.1	85	b3280
NC_000913.3	3430020	3430838		minus	shikimate dehydrogenase	aroE	947776	protein-coding		NP_417740.1	272	b3281
NC_000913.3	3430843	3431415		minus	L-threonylcarbamoyladenylate synthase	tsaC	947783	protein-coding		NP_417741.1	190	b3282
NC_000913.3	3431420	3431962		minus	putative DNA topoisomerase	yrdD	947782	protein-coding		YP_026210.1	180	b3283
NC_000913.3	3431991	3432464		minus	DUF494 domain-containing protein Smg	smg	947781	protein-coding		NP_417743.1	157	b3284
NC_000913.3	3432436	3433560		minus	protein Smf	smf	2847708	protein-coding		YP_026211.1	374	b4473
NC_000913.3	3433690	3434199		plus	peptide deformylase	def	947780	protein-coding		NP_417745.1	169	b3287
NC_000913.3	3434214	3435161		plus	10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase	fmt	947779	protein-coding		NP_417746.1	315	b3288
NC_000913.3	3435207	3436496		plus	16S rRNA m(5)C967 methyltransferase	rsmB	947789	protein-coding		NP_417747.1	429	b3289
NC_000913.3	3436518	3437894		plus	NAD-binding component of Trk potassium transporters	trkA	947788	protein-coding		NP_417748.1	458	b3290
NC_000913.3	3438024	3438434		plus	large conductance mechanosensitive channel	mscL	947787	protein-coding		NP_417749.1	136	b3291
NC_000913.3	3438431	3438649		minus	alternative ribosome-rescue factor A	arfA	1450289	protein-coding		YP_588467.1	72	b4550
NC_000913.3	3438705	3439130		minus	DNA-binding transcriptional activator ZntR	zntR	947786	protein-coding		NP_417751.1	141	b3292
NC_000913.3	3439141	3439509		minus	DUF1992 domain-containing protein YhdN	yhdN	947785	protein-coding		NP_417752.1	122	b3293
NC_000913.3	3439616	3439999		minus	50S ribosomal subunit protein L17	rplQ	947784	protein-coding		NP_417753.1	127	b3294
NC_000913.3	3440040	3441029		minus	RNA polymerase subunit alpha	rpoA	947794	protein-coding		NP_417754.1	329	b3295
NC_000913.3	3441055	3441675		minus	30S ribosomal subunit protein S4	rpsD	947793	protein-coding		NP_417755.1	206	b3296
NC_000913.3	3441709	3442098		minus	30S ribosomal subunit protein S11	rpsK	947792	protein-coding		NP_417756.1	129	b3297
NC_000913.3	3442115	3442471		minus	30S ribosomal subunit protein S13	rpsM	947791	protein-coding		NP_417757.1	118	b3298
NC_000913.3	3442618	3442734		minus	50S ribosomal subunit protein L36	rpmJ	947805	protein-coding		NP_417758.1	38	b3299
NC_000913.3	3442766	3444097		minus	Sec translocon subunit SecY	secY	947799	protein-coding		NP_417759.1	443	b3300
NC_000913.3	3444105	3444539		minus	50S ribosomal subunit protein L15	rplO	947798	protein-coding		NP_417760.1	144	b3301
NC_000913.3	3444543	3444722		minus	50S ribosomal subunit protein L30	rpmD	947797	protein-coding		NP_417761.1	59	b3302
NC_000913.3	3444726	3445229		minus	30S ribosomal subunit protein S5	rpsE	947795	protein-coding		NP_417762.1	167	b3303
NC_000913.3	3445244	3445597		minus	50S ribosomal subunit protein L18	rplR	947804	protein-coding		NP_417763.1	117	b3304
NC_000913.3	3445607	3446140		minus	50S ribosomal subunit protein L6	rplF	947803	protein-coding		NP_417764.1	177	b3305
NC_000913.3	3446153	3446545		minus	30S ribosomal subunit protein S8	rpsH	947802	protein-coding		NP_417765.1	130	b3306
NC_000913.3	3446579	3446884		minus	30S ribosomal subunit protein S14	rpsN	947801	protein-coding		NP_417766.1	101	b3307
NC_000913.3	3446899	3447438		minus	50S ribosomal subunit protein L5	rplE	947800	protein-coding		NP_417767.1	179	b3308
NC_000913.3	3447453	3447767		minus	50S ribosomal subunit protein L24	rplX	947810	protein-coding		NP_417768.1	104	b3309
NC_000913.3	3447778	3448149		minus	50S ribosomal subunit protein L14	rplN	947809	protein-coding		NP_417769.1	123	b3310
NC_000913.3	3448314	3448568		minus	30S ribosomal subunit protein S17	rpsQ	947808	protein-coding		NP_417770.1	84	b3311
NC_000913.3	3448568	3448759		minus	50S ribosomal subunit protein L29	rpmC	947807	protein-coding		NP_417771.1	63	b3312
NC_000913.3	3448759	3449169		minus	50S ribosomal subunit protein L16	rplP	947806	protein-coding		NP_417772.1	136	b3313
NC_000913.3	3449182	3449883		minus	30S ribosomal subunit protein S3	rpsC	947814	protein-coding		NP_417773.1	233	b3314
NC_000913.3	3449901	3450233		minus	50S ribosomal subunit protein L22	rplV	947813	protein-coding		NP_417774.1	110	b3315
NC_000913.3	3450248	3450526		minus	30S ribosomal subunit protein S19	rpsS	947811	protein-coding		NP_417775.1	92	b3316
NC_000913.3	3450543	3451364		minus	50S ribosomal subunit protein L2	rplB	947820	protein-coding		NP_417776.1	273	b3317
NC_000913.3	3451382	3451684		minus	50S ribosomal subunit protein L23	rplW	947819	protein-coding		NP_417777.1	100	b3318
NC_000913.3	3451681	3452286		minus	50S ribosomal subunit protein L4	rplD	947818	protein-coding		NP_417778.1	201	b3319
NC_000913.3	3452297	3452926		minus	50S ribosomal subunit protein L3	rplC	947817	protein-coding		NP_417779.1	209	b3320
NC_000913.3	3452959	3453270		minus	30S ribosomal subunit protein S10	rpsJ	947816	protein-coding		NP_417780.1	103	b3321
NC_000913.3	3453508	3453927		minus	putative general secretion pathway protein B	gspB	947826	protein-coding		NP_417781.1	139	b3322
NC_000913.3	3453929	3455398		minus	Type II secretion system protein GspA	gspA	947825	protein-coding		NP_417782.1	489	b3323
NC_000913.3	3455578	3456393		plus	Type II secretion system protein GspC	gspC	947824	protein-coding		NP_417783.1	271	b3324
NC_000913.3	3456377	3458329		plus	Type II secretion system protein GspD	gspD	947822	protein-coding		NP_417784.4	650	b3325
NC_000913.3	3458339	3459820		plus	Type II secretion system protein GspE	gspE	947823	protein-coding		NP_417785.1	493	b3326
NC_000913.3	3459817	3461013		plus	Type II secretion system protein GspF	gspF	947829	protein-coding		NP_417786.1	398	b3327
NC_000913.3	3461023	3461460		plus	Type II secretion system protein GspG	gspG	947827	protein-coding		NP_417787.1	145	b3328
NC_000913.3	3461468	3461977		plus	Type II secretion system protein GspH	gspH	947834	protein-coding		NP_417788.1	169	b3329
NC_000913.3	3461974	3462351		plus	Type II secretion system protein GspI	gspI	947833	protein-coding		NP_417789.4	125	b3330
NC_000913.3	3462344	3462931		plus	Type II secretion system protein GspJ	gspJ	947832	protein-coding		NP_417790.1	195	b3331
NC_000913.3	3462924	3463907		plus	Type II secretion system protein GspK	gspK	947831	protein-coding		NP_417791.1	327	b3332
NC_000913.3	3463922	3465085		plus	Type II secretion system protein GspL	gspL	947842	protein-coding		NP_417792.2	387	b3333
NC_000913.3	3465082	3465543		plus	Type II secretion system protein GspM	gspM	947841	protein-coding		NP_417793.2	153	b3334
NC_000913.3	3465543	3466220		plus	Type II secretion system prepilin peptidase	gspO	947840	protein-coding		NP_417794.1	225	b3335
NC_000913.3	3466249	3466725		minus	bacterioferritin	bfr	947839	protein-coding		NP_417795.1	158	b3336
NC_000913.3	3466797	3466991		minus	bacterioferritin-associated ferredoxin	bfd	947836	protein-coding		NP_417796.1	64	b3337
NC_000913.3	3467160	3469853		minus	endochitinase	chiA	947837	protein-coding		NP_417797.1	897	b3338
NC_000913.3	3470145	3471329		minus	translation elongation factor Tu 1	tufA	947838	protein-coding		NP_417798.1	394	b3339
NC_000913.3	3471400	3473514		minus	elongation factor G	fusA	947847	protein-coding		NP_417799.1	704	b3340
NC_000913.3	3473542	3474081		minus	30S ribosomal subunit protein S7	rpsG	947846	protein-coding		NP_417800.1	179	b3341
NC_000913.3	3474178	3474552		minus	30S ribosomal subunit protein S12	rpsL	947845	protein-coding		NP_417801.1	124	b3342
NC_000913.3	3474678	3474965		minus	sulfurtransferase complex subunit TusB	tusB	947844	protein-coding		NP_417802.1	95	b3343
NC_000913.3	3474973	3475332		minus	sulfurtransferase complex subunit TusC	tusC	947853	protein-coding		NP_417803.1	119	b3344
NC_000913.3	3475332	3475718		minus	sulfurtransferase complex subunit TusD	tusD	947852	protein-coding		NP_417804.1	128	b3345
NC_000913.3	3475718	3476440		minus	DNA-binding transcriptional regulator YheO	yheO	947851	protein-coding		NP_417805.4	240	b3346
NC_000913.3	3476607	3477419		minus	peptidyl-prolyl cis-trans isomerase FkpA	fkpA	947850	protein-coding		NP_417806.1	270	b3347
NC_000913.3	3477640	3477858		plus	protein SlyX	slyX	947849	protein-coding		NP_417807.1	72	b3348
NC_000913.3	3477907	3478497		minus	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	slyD	947859	protein-coding		NP_417808.1	196	b3349
NC_000913.3	3478592	3478792		minus	DUF2387 domain-containing protein YheV	yheV	1450290	protein-coding		YP_588468.1	66	b4551
NC_000913.3	3478802	3480607		minus	K(+) : H(+) antiporter KefB	kefB	947858	protein-coding		NP_417809.1	601	b3350
NC_000913.3	3480607	3481161		minus	glutathione-regulated potassium-efflux system ancillary protein KefG	kefG	947857	protein-coding		NP_417810.1	184	b3351
NC_000913.3	3481289	3483202		plus	putative ATP-binding protein YheS	yheS	947856	protein-coding		NP_417811.1	637	b3352
NC_000913.3	3483202	3484224		plus	putative hydrolase YheT	yheT	947855	protein-coding		NP_417812.1	340	b3353
NC_000913.3	3484218	3484436		plus	PF06794 family protein YheU	yheU	947863	protein-coding		NP_417813.1	72	b3354
NC_000913.3	3484490	3485359		plus	putative phosphoribulokinase	prkB	947862	protein-coding		NP_417814.1	289	b3355
NC_000913.3	3485414	3485818		minus	OsmC family protein YhfA	yhfA	947860	protein-coding		NP_417815.1	134	b3356
NC_000913.3	3486120	3486752		plus	DNA-binding transcriptional dual regulator CRP	crp	947867	protein-coding		NP_417816.1	210	b3357
NC_000913.3	3486791	3488893		plus	putative transporter YhfK	yhfK	947866	protein-coding		NP_417817.2	700	b3358
NC_000913.3	3488960	3490180		minus	N-acetylornithine aminotransferase/N-succinyldiaminopimelate aminotransferase	argD	947864	protein-coding		NP_417818.1	406	b3359
NC_000913.3	3490132	3490185		minus	protein YrfJ	yrfJ	71004572	protein-coding		YP_010283917.1	17	b4820
NC_000913.3	3490266	3490829		minus	aminodeoxychorismate synthase subunit 2	pabA	947873	protein-coding		NP_417819.1	187	b3360
NC_000913.3	3490861	3491463		minus	putative adenosine monophosphate--protein transferase Fic	fic	947872	protein-coding		NP_417820.1	200	b3361
NC_000913.3	3491453	3491620		minus	DUF2559 domain-containing protein YhfG	yhfG	947871	protein-coding		NP_417821.1	55	b3362
NC_000913.3	3491725	3492297		minus	peptidyl-prolyl cis-trans isomerase A	ppiA	947870	protein-coding		NP_417822.1	190	b3363
NC_000913.3	3492568	3493749		plus	putative transporter TsgA	tsgA	947869	protein-coding		NP_417823.1	393	b3364
NC_000913.3	3494011	3496554		plus	nitrite reductase (NADH) large subunit	nirB	947868	protein-coding		NP_417824.1	847	b3365
NC_000913.3	3496551	3496877		plus	nitrite reductase (NADH) small subunit	nirD	947881	protein-coding		NP_417825.1	108	b3366
NC_000913.3	3497003	3497809		plus	nitrite transporter NirC	nirC	2847757	protein-coding		YP_026212.2	268	b3367
NC_000913.3	3497828	3499201		plus	siroheme synthase	cysG	947880	protein-coding		NP_417827.1	457	b3368
NC_000913.3	3499448	3499615		plus	DUF4223 domain-containing lipoprotein YhfL	yhfL	947879	protein-coding		NP_417828.1	55	b3369
NC_000913.3	3499910	3501247		plus	fructoselysine/psicoselysine transporter	frlA	947878	protein-coding		NP_417829.2	445	b3370
NC_000913.3	3501268	3502290		plus	fructoselysine 6-phosphate deglycase	frlB	947875	protein-coding		NP_417830.4	340	b3371
NC_000913.3	3502340	3503170		plus	fructoselysine 3-epimerase	frlC	2847758	protein-coding		YP_026213.1	276	b4474
NC_000913.3	3503167	3503952		plus	fructoselysine 6-kinase	frlD	947886	protein-coding		NP_417833.1	261	b3374
NC_000913.3	3504052	3504783		plus	DNA-binding transcriptional regulator FrlR	frlR	947885	protein-coding		NP_417834.6	243	b3375
NC_000913.3	3504935	3506020		minus	putative aminotransferase YhfS	yhfS	947884	protein-coding		NP_417835.1	361	b3376
NC_000913.3	3506032	3507336		minus	uncharacterized protein YhfT	yhfT	947883	protein-coding		NP_417836.1	434	b3377
NC_000913.3	3507348	3507701		minus	DUF2620 domain-containing protein YhfU	yhfU	947892	protein-coding		NP_417837.2	117	b3378
NC_000913.3	3507712	3508590		minus	putative hydrolase	php	947891	protein-coding		NP_417838.1	292	b3379
NC_000913.3	3508587	3509813		minus	putative mutase YhfW	yhfW	947890	protein-coding		NP_417839.1	408	b3380
NC_000913.3	3509813	3510976		minus	putative PLP-binding protein YhfX	yhfX	947889	protein-coding		NP_417840.1	387	b3381
NC_000913.3	3511060	3511422		minus	PRD domain-containing protein YhfY	yhfY	947888	protein-coding		NP_417841.2	120	b3382
NC_000913.3	3511439	3512344		minus	putative DNA-binding transcriptional regulator YhfZ	yhfZ	947897	protein-coding		YP_026214.1	301	b3383
NC_000913.3	3512634	3513638		minus	tryptophan--tRNA ligase	trpS	947894	protein-coding		NP_417843.1	334	b3384
NC_000913.3	3513631	3514389		minus	phosphoglycolate phosphatase	gph	947895	protein-coding		NP_417844.1	252	b3385
NC_000913.3	3514382	3515059		minus	ribulose-phosphate 3-epimerase	rpe	947896	protein-coding		NP_417845.1	225	b3386
NC_000913.3	3515077	3515913		minus	DNA adenine methyltransferase	dam	947893	protein-coding		NP_417846.1	278	b3387
NC_000913.3	3516020	3517306		minus	cell division protein DamX	damX	947930	protein-coding		NP_417847.1	428	b3388
NC_000913.3	3517398	3518486		minus	3-dehydroquinate synthase	aroB	947927	protein-coding		NP_417848.1	362	b3389
NC_000913.3	3518543	3519064		minus	shikimate kinase 1	aroK	2847759	protein-coding		YP_026215.2	173	b3390
NC_000913.3	3519465	3520703		minus	DNA utilization protein HofQ	hofQ	947901	protein-coding		NP_417850.1	412	b3391
NC_000913.3	3520615	3521019		minus	DNA utilization protein HofP	hofP	947900	protein-coding		NP_417851.4	134	b3392
NC_000913.3	3521009	3521449		minus	DNA utilization protein HofO	hofO	947899	protein-coding		NP_417852.1	146	b3393
NC_000913.3	3521433	3521972		minus	DNA utilization protein HofN	hofN	947898	protein-coding		NP_417853.1	179	b3394
NC_000913.3	3521972	3522751		minus	DNA utilization protein HofM	hofM	947908	protein-coding		NP_417854.4	259	b3395
NC_000913.3	3522871	3525423		plus	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA	mrcA	947907	protein-coding		NP_417855.4	850	b3396
NC_000913.3	3525589	3526149		minus	ADP-sugar diphosphatase NudE	nudE	947906	protein-coding		NP_417856.1	186	b3397
NC_000913.3	3526469	3528604		plus	inner membrane protein IgaA	igaA	947905	protein-coding		NP_417857.1	711	b3398
NC_000913.3	3528669	3529337		plus	purine nucleotidase	yrfG	947904	protein-coding		NP_417858.4	222	b3399
NC_000913.3	3529348	3529749		plus	heat shock protein Hsp15	hslR	947912	protein-coding		NP_417859.1	133	b3400
NC_000913.3	3529774	3530652		plus	molecular chaperone Hsp33	hslO	947178	protein-coding		NP_417860.2	292	b3401
NC_000913.3	3530715	3532439		minus	putative transport protein YhgE	yhgE	947651	protein-coding		NP_417861.1	574	b3402
NC_000913.3	3532818	3534440		plus	phosphoenolpyruvate carboxykinase (ATP)	pck	945667	protein-coding		NP_417862.1	540	b3403
NC_000913.3	3534516	3535868		minus	sensor histidine kinase EnvZ	envZ	947272	protein-coding		NP_417863.1	450	b3404
NC_000913.3	3535865	3536584		minus	DNA-binding transcriptional dual regulator OmpR	ompR	947913	protein-coding		NP_417864.1	239	b3405
NC_000913.3	3536812	3537288		plus	transcription elongation factor GreB	greB	2847706	protein-coding		YP_026216.2	158	b3406
NC_000913.3	3537385	3539706		plus	putative RNA-binding protein YhgF	yhgF	947911	protein-coding		NP_417866.4	773	b3407
NC_000913.3	3540163	3540390		plus	ferrous iron transport protein A	feoA	947909	protein-coding		NP_417867.1	75	b3408
NC_000913.3	3540407	3542728		plus	Fe(2(+)) transporter FeoB	feoB	947919	protein-coding		NP_417868.1	773	b3409
NC_000913.3	3542728	3542964		plus	ferrous iron transport protein FeoC	feoC	947918	protein-coding		NP_417869.1	78	b3410
NC_000913.3	3543167	3544045		plus	recombination-promoting nuclease RpnA	rpnA	947917	protein-coding		NP_417870.1	292	b3411
NC_000913.3	3544074	3544844		minus	pimeloyl-acyl carrier protein methyl ester esterase	bioH	947916	protein-coding		NP_417871.1	256	b3412
NC_000913.3	3544882	3545565		plus	DNA utilization protein YhgH	yhgH	947915	protein-coding		NP_417872.2	227	b3413
NC_000913.3	3545624	3546199		plus	iron-sulfur cluster carrier protein NfuA	nfuA	947925	protein-coding		NP_417873.1	191	b3414
NC_000913.3	3546559	3547875		plus	high-affinity gluconate transporter	gntT	947924	protein-coding		YP_026217.1	438	b3415
NC_000913.3	3547986	3550070		minus	4-alpha-glucanotransferase	malQ	947923	protein-coding		NP_417875.1	694	b3416
NC_000913.3	3550080	3552473		minus	maltodextrin phosphorylase	malP	947922	protein-coding		YP_026218.1	797	b3417
NC_000913.3	3553085	3555790		plus	DNA-binding transcriptional activator MalT	malT	947921	protein-coding		NP_417877.1	901	b3418
NC_000913.3	3555833	3556849		minus	RNA 3'-terminal phosphate cyclase	rtcA	2847707	protein-coding		YP_026219.1	338	b4475
NC_000913.3	3556853	3558079		minus	RNA-splicing ligase	rtcB	947929	protein-coding		NP_417879.1	408	b3421
NC_000913.3	3558268	3559866		plus	DNA-binding transcriptional activator RtcR	rtcR	947928	protein-coding		NP_417880.1	532	b3422
NC_000913.3	3559848	3560605		minus	uncharacterized gene	glpR	947926	pseudogene				b3423
NC_000913.3	3560622	3561452		minus	rhomboid protease GlpG	glpG	947936	protein-coding		YP_026220.1	276	b3424
NC_000913.3	3561497	3561823		minus	thiosulfate sulfurtransferase GlpE	glpE	947935	protein-coding		NP_417883.1	108	b3425
NC_000913.3	3562013	3563518		plus	aerobic glycerol 3-phosphate dehydrogenase	glpD	947934	protein-coding		NP_417884.1	501	b3426
NC_000913.3	3563724	3564005		minus	putative uncharacterized protein YzgL	yzgL	947933	protein-coding		YP_009518819.1	93	b3427
NC_000913.3	3564134	3566581		minus	glycogen phosphorylase	glgP	947931	protein-coding		NP_417886.1	815	b3428
NC_000913.3	3566600	3568033		minus	glycogen synthase	glgA	947932	protein-coding		NP_417887.1	477	b3429
NC_000913.3	3568033	3569328		minus	glucose-1-phosphate adenylyltransferase	glgC	947942	protein-coding		NP_417888.1	431	b3430
NC_000913.3	3569346	3571319		minus	limit dextrin alpha-1,6-glucohydrolase	glgX	947941	protein-coding		NP_417889.1	657	b3431
NC_000913.3	3571316	3573502		minus	1,4-alpha-glucan branching enzyme	glgB	947940	protein-coding		NP_417890.1	728	b3432
NC_000913.3	3573660	3573701		minus	protein YhgO	yhgO	63925651	protein-coding		YP_010051201.1	13	b4788
NC_000913.3	3573679	3573708		minus	protein YhgP	yhgP	63925652	protein-coding		YP_010051202.1	9	b4789
NC_000913.3	3573775	3574878		minus	aspartate-semialdehyde dehydrogenase	asd	947939	protein-coding		NP_417891.1	367	b3433
NC_000913.3	3575071	3575664		plus	MarC family putative inner membrane protein YhgN	yhgN	947938	protein-coding		NP_417892.1	197	b3434
NC_000913.3	3575721	3577061		minus	low-affinity gluconate transporter	gntU	2847760	protein-coding		YP_026221.1	446	b4476
NC_000913.3	3577065	3577592		minus	D-gluconate kinase, thermostable	gntK	947937	protein-coding		NP_417894.2	175	b3437
NC_000913.3	3577731	3578726		minus	DNA-binding transcriptional repressor GntR	gntR	947946	protein-coding		YP_026222.1	331	b3438
NC_000913.3	3578950	3579645		minus	quercetin 2,3-dioxygenase	yhhW	947945	protein-coding		NP_417896.1	231	b3439
NC_000913.3	3579768	3580805		minus	putative oxidoreductase YhhX	yhhX	947944	protein-coding		NP_417897.1	345	b3440
NC_000913.3	3580922	3581016		minus	small regulatory RNA RyhB	ryhB	2847761	ncRNA				b4451
NC_000913.3	3581138	3581626		plus	N-acetyltransferase YhhY	yhhY	947943	protein-coding		NP_417898.1	162	b3441
NC_000913.3	3581863	3583041		plus	putative endonuclease YhhZ	yhhZ	947952	protein-coding		NP_417899.1	392	b3442
NC_000913.3	3583038	3584309		plus	uncharacterized gene	yrhA	947951	pseudogene				b3443
NC_000913.3	3583483	3583758		plus	IS1 family protein InsA	insA6	947950	protein-coding		NP_417901.1	91	b3444
NC_000913.3	3583677	3584180		plus	IS1 family protein InsB	insB6	947949	protein-coding		NP_417902.1	167	b3445
NC_000913.3	3584404	3584559		plus	uncharacterized protein YrhD	yrhD	5061521	protein-coding		YP_009518820.1	51	b4612
NC_000913.3	3584759	3585043		plus	putative heat shock chaperone	yrhB	947948	protein-coding		NP_417903.1	94	b3446
NC_000913.3	3585081	3586823		minus	glutathione hydrolase proenzyme	ggt	947947	protein-coding		NP_417904.1	580	b3447
NC_000913.3	3586943	3587383		plus	DUF2756 domain-containing protein YhhA	yhhA	947956	protein-coding		NP_417905.1	146	b3448
