,locus,symbol,ncbi,metadata_idx,semisup_idx,iml1515_idx,precise1k_idx
3759,b3574,plaR,['NC_000913.3_cds_NP_418031.1_3515'],[],3304,-1,3548
3760,b3575,yiaK,['NC_000913.3_cds_NP_418032.1_3516'],[],3305,1183,3549
3761,b3576,yiaL,['NC_000913.3_cds_NP_418033.1_3517'],[],3306,-1,3550
3762,b3577,yiaM,['NC_000913.3_cds_NP_418034.1_3518'],[],3307,1184,3551
3763,b3578,yiaN,['NC_000913.3_cds_YP_026232.1_3519'],[],3308,1185,3552
3764,b3579,yiaO,['NC_000913.3_cds_NP_418036.1_3520'],[],3309,1186,3553
3765,b3580,lyxK,['NC_000913.3_cds_NP_418037.1_3521'],[],3310,1187,3554
3766,b3581,sgbH,['NC_000913.3_cds_NP_418038.1_3522'],[],3311,1188,3555
3767,b3582,sgbU,['NC_000913.3_cds_NP_418039.2_3523'],[],3312,1189,3556
3768,b3583,sgbE,['NC_000913.3_cds_NP_418040.1_3524'],[],3313,1190,3557
3769,b4648,ysaC,[],[],-1,-1,-1
3770,b4649,ysaD,[],[],-1,-1,-1
3771,b3584,yiaT,['NC_000913.3_cds_NP_418041.1_3525'],[],3314,-1,3558
3772,b3585,yiaU,['NC_000913.3_cds_NP_418042.1_3526'],[],3315,-1,3559
3773,b3586,yiaV,['NC_000913.3_cds_NP_418043.1_3527'],[],3316,-1,3560
3774,b3587,yiaW,['NC_000913.3_cds_NP_418044.1_3528'],[],3317,-1,3561
3775,b3588,aldB,['NC_000913.3_cds_NP_418045.4_3529'],[],-1,1191,3562
3776,b3589,yiaY,['NC_000913.3_cds_YP_026233.1_3530'],[],3318,1192,3563
3777,b3590,selB,['NC_000913.3_cds_NP_418047.1_3531'],[],3319,1193,3564
3778,b3591,selA,['NC_000913.3_cds_NP_418048.1_3532'],[],3320,-1,3565
3779,b3592,yibF,['NC_000913.3_cds_NP_418049.1_3533'],[],3321,-1,3566
3780,b3593,rhsA,['NC_000913.3_cds_NP_418050.1_3534'],[],3322,-1,3567
3781,b3594,yibA,['NC_000913.3_cds_NP_418051.1_3535'],[],3323,-1,3568
3782,b3595,yibJ,[],[],3324,-1,3569
3783,b3596,yibG,['NC_000913.3_cds_NP_418053.1_3536'],[],3325,-1,3570
3784,b4650,yibS,[],[],-1,-1,3571
3785,b4651,yibW,[],[],-1,-1,-1
3786,b4615,yibV,['NC_000913.3_cds_YP_009518821.1_3537'],[],-1,-1,3572
3787,b4652,yibU,[],[],-1,-1,-1
3788,b3597,yibH,['NC_000913.3_cds_NP_418054.1_3538'],[],3326,-1,3573
3789,b3598,yibI,['NC_000913.3_cds_NP_418055.1_3539'],[],3327,-1,3574
3790,b3599,mtlA,['NC_000913.3_cds_NP_418056.1_3540'],[],3328,1194,3575
3791,b3600,mtlD,['NC_000913.3_cds_NP_418057.1_3541'],[],3329,1195,3576
3792,b3601,mtlR,['NC_000913.3_cds_NP_418058.1_3542'],[],3330,-1,3577
3793,b4554,yibT,['NC_000913.3_cds_YP_588470.1_3543'],[],3331,-1,3578
3794,b3602,yibL,['NC_000913.3_cds_NP_418059.1_3544'],[],3332,-1,3579
3795,b3603,lldP,['NC_000913.3_cds_NP_418060.1_3545'],[],3333,1196,3580
3796,b3604,lldR,['NC_000913.3_cds_NP_418061.1_3546'],[],3334,-1,3581
3797,b3605,lldD,['NC_000913.3_cds_NP_418062.1_3547'],[],3335,1197,3582
3798,b3606,trmL,['NC_000913.3_cds_NP_418063.1_3548'],[],3336,-1,3583
3799,b3607,cysE,['NC_000913.3_cds_NP_418064.1_3549'],[],3337,1198,3584
3800,b3608,gpsA,['NC_000913.3_cds_NP_418065.1_3550'],[],3338,1199,3585
3801,b3609,secB,['NC_000913.3_cds_NP_418066.1_3551'],[],3339,-1,3586
3802,b3610,grxC,['NC_000913.3_cds_NP_418067.1_3552'],[],3340,1200,3587
3803,b3611,yibN,['NC_000913.3_cds_NP_418068.1_3553'],[],3341,-1,3588
3804,b3612,gpmM,['NC_000913.3_cds_NP_418069.1_3554'],[],3342,1201,3589
3805,b3613,envC,['NC_000913.3_cds_NP_418070.6_3555'],[],-1,-1,3590
3806,b3614,yibQ,['NC_000913.3_cds_NP_418071.4_3556'],[],3343,1202,3591
3807,b3615,waaH,['NC_000913.3_cds_NP_418072.1_3557'],[],3344,-1,3592
3808,b3616,tdh,['NC_000913.3_cds_NP_418073.1_3558'],[],3345,1203,3593
3809,b3617,kbl,['NC_000913.3_cds_NP_418074.1_3559'],[],3346,1204,3594
3810,b3618,htrL,['NC_000913.3_cds_NP_418075.2_3560'],[],3347,-1,3595
3811,b3619,rfaD,['NC_000913.3_cds_NP_418076.1_3561'],[],3348,1205,3596
3812,b3620,waaF,['NC_000913.3_cds_NP_418077.1_3562'],[],3349,1206,3597
3813,b3621,waaC,['NC_000913.3_cds_NP_418078.1_3563'],[],3350,1207,3598
3814,b3622,waaL,['NC_000913.3_cds_NP_418079.1_3564'],[],3351,1208,3599
3815,b4795,yibX,"['NC_000913.3_cds_YP_010051208.1_3565', 'NC_000913.3_cds_YP_010051209.1_3566']",[],-1,-1,-1
3816,b4796,yibY,['NC_000913.3_cds_YP_010051210.1_3567'],[],-1,-1,-1
3817,b3623,waaU,['NC_000913.3_cds_NP_418080.1_3568'],[],3352,1209,3600
3818,b3624,waaZ,['NC_000913.3_cds_NP_418081.1_3569'],[],3353,1210,3601
3819,b3625,waaY,['NC_000913.3_cds_NP_418082.1_3570'],[],3354,1211,3602
3820,b3626,waaJ,['NC_000913.3_cds_NP_418083.1_3571'],[],3355,1212,3603
3821,b3627,waaO,['NC_000913.3_cds_NP_418084.1_3572'],[],3356,1213,3604
3822,b3628,waaB,['NC_000913.3_cds_NP_418085.2_3573'],[],3357,1214,3605
3823,b3629,waaS,['NC_000913.3_cds_NP_418086.1_3574'],[],3358,1215,3606
3824,b3630,waaP,['NC_000913.3_cds_NP_418087.1_3575'],[],3359,1216,3607
3825,b3631,waaG,['NC_000913.3_cds_NP_418088.1_3576'],[],3360,1217,3608
3826,b3632,waaQ,['NC_000913.3_cds_NP_418089.1_3577'],[],3361,1218,3609
3827,b4760,rirA,[],[],-1,-1,-1
3828,b3633,waaA,['NC_000913.3_cds_NP_418090.1_3578'],[],3362,1219,3610
3829,b3634,coaD,['NC_000913.3_cds_NP_418091.1_3579'],[],3363,1220,3611
3830,b3635,mutM,['NC_000913.3_cds_NP_418092.1_3580'],[],3364,-1,3612
3831,b3636,rpmG,['NC_000913.3_cds_NP_418093.1_3581'],[],3365,-1,3613
3832,b3637,rpmB,['NC_000913.3_cds_NP_418094.1_3582'],[],3366,-1,3614
3833,b3638,yicR,['NC_000913.3_cds_NP_418095.4_3583'],"[24, 25]",3367,-1,3615
3834,b3639,dfp,['NC_000913.3_cds_NP_418096.4_3584'],[],3368,1221,3616
3835,b3640,dut,['NC_000913.3_cds_NP_418097.2_3585'],[],3369,1222,3617
3836,b3641,slmA,['NC_000913.3_cds_NP_418098.4_3586'],[],3370,-1,3618
3837,b3642,pyrE,['NC_000913.3_cds_NP_418099.1_3587'],[],3371,1223,3619
3838,b3643,rph,['NC_000913.3_cds_YP_009518822.1_3588'],[],3372,-1,3620
3839,b3644,yicC,['NC_000913.3_cds_NP_418101.1_3589'],[],3373,-1,3621
3840,b3645,dinD,['NC_000913.3_cds_NP_418102.2_3590'],[],3374,-1,3622
3841,b3646,yicG,['NC_000913.3_cds_NP_418103.4_3591'],[],3375,-1,3623
3842,b3647,ligB,['NC_000913.3_cds_NP_418104.2_3592'],[],3376,-1,3624
3843,b3648,gmk,['NC_000913.3_cds_NP_418105.1_3593'],[],3377,1224,3625
3844,b3649,rpoZ,['NC_000913.3_cds_NP_418106.1_3594'],[],3378,-1,3626
3845,b3650,spoT,['NC_000913.3_cds_NP_418107.1_3595'],[],3379,1225,3627
3846,b3651,trmH,['NC_000913.3_cds_NP_418108.1_3596'],[],3380,-1,3628
3847,b3652,recG,['NC_000913.3_cds_NP_418109.1_3597'],[],3381,-1,3629
3848,b3653,gltS,['NC_000913.3_cds_NP_418110.1_3598'],[],3382,1226,3630
3849,b3654,xanP,['NC_000913.3_cds_NP_418111.1_3599'],[],3383,1227,3631
3850,b3655,yicH,['NC_000913.3_cds_NP_418112.1_3600'],[],3384,-1,3632
3851,b3656,yicI,['NC_000913.3_cds_NP_418113.1_3601'],[],3385,1228,3633
3852,b3657,yicJ,['NC_000913.3_cds_NP_418114.4_3602'],[],-1,-1,3634
3853,b3658,selC,[],[],-1,-1,-1
3854,b4653,yicT,[],[],-1,-1,-1
3855,b3659,setC,['NC_000913.3_cds_NP_418115.1_3603'],[],3386,-1,3635
3856,b3660,yicL,['NC_000913.3_cds_NP_418116.1_3604'],[],3387,-1,3636
3857,b4797,yicU,['NC_000913.3_cds_YP_010051211.1_3605'],[],-1,-1,-1
3858,b3661,nlpA,['NC_000913.3_cds_NP_418117.1_3606'],[],3388,-1,3637
3859,b4555,yicS,['NC_000913.3_cds_YP_588471.1_3607'],[],3389,-1,3638
3860,b3662,nepI,['NC_000913.3_cds_NP_418118.2_3608'],[],-1,1229,3639
3861,b3663,yicN,['NC_000913.3_cds_NP_418119.2_3609'],[],3390,-1,3640
3862,b3664,adeQ,['NC_000913.3_cds_NP_418120.2_3610'],[],3391,1230,3641
3863,b3665,adeD,['NC_000913.3_cds_NP_418121.1_3611'],[],3392,1231,3642
3864,b4829,uhpU,[],[],-1,-1,-1
3865,b3666,uhpT,['NC_000913.3_cds_NP_418122.1_3612'],[],3393,1232,3643
3866,b3667,uhpC,['NC_000913.3_cds_NP_418123.2_3613'],[],3394,-1,3644
3867,b3668,uhpB,['NC_000913.3_cds_NP_418124.4_3614'],[],3395,-1,3645
3868,b3669,uhpA,['NC_000913.3_cds_NP_418125.1_3615'],[],3396,-1,3646
3869,b3670,ilvN,['NC_000913.3_cds_NP_418126.1_3616'],[],3397,1233,3647
3870,b3671,ilvB,['NC_000913.3_cds_NP_418127.1_3617'],[],3398,1234,3648
3871,b3672,ivbL,['NC_000913.3_cds_NP_418128.1_3618'],[],3399,-1,3649
3872,b4616,istR,[],[],-1,-1,-1
3873,b4618,tisB,['NC_000913.3_cds_YP_001165331.1_3619'],[],-1,-1,3650
3874,b4798,ysdE,['NC_000913.3_cds_YP_010051212.1_3620'],[],-1,-1,-1
3875,b3673,emrD,['NC_000913.3_cds_NP_418129.2_3621'],[],3400,-1,3651
3876,b3674,yidF,['NC_000913.3_cds_NP_418130.1_3622'],[],3401,-1,3652
3877,b3675,yidG,['NC_000913.3_cds_NP_418131.1_3623'],[],3402,-1,3653
3878,b3676,yidH,['NC_000913.3_cds_NP_418132.1_3624'],[],3403,-1,3654
3879,b3677,yidI,['NC_000913.3_cds_NP_418133.1_3625'],[],3404,-1,3655
3880,b3678,yidJ,['NC_000913.3_cds_NP_418134.1_3626'],[],3405,-1,3656
3881,b3679,yidK,['NC_000913.3_cds_NP_418135.1_3627'],[],3406,1235,3657
3882,b3680,yidL,['NC_000913.3_cds_NP_418136.2_3628'],[],3407,-1,3658
3883,b4556,glvG,[],[],3408,-1,-1
3884,b3682,glvB,['NC_000913.3_cds_YP_009518824.1_3629'],[],3409,-1,3659
3885,b3683,glvC,['NC_000913.3_cds_YP_009518825.1_3630'],[],3410,-1,3660
3886,b3684,yidP,['NC_000913.3_cds_NP_418139.1_3631'],[],3411,-1,3661
3887,b3685,yidE,['NC_000913.3_cds_NP_418140.4_3632'],[],3412,-1,3662
3888,b3686,ibpB,['NC_000913.3_cds_NP_418141.2_3633'],[],3413,-1,3663
3889,b3687,ibpA,['NC_000913.3_cds_NP_418142.1_3634'],[],3414,-1,3664
3890,b3688,yidQ,['NC_000913.3_cds_NP_418143.2_3635'],[],3415,-1,3665
3891,b3689,yidR,['NC_000913.3_cds_NP_418144.3_3636'],[],3416,-1,3666
3892,b3690,cbrA,['NC_000913.3_cds_NP_418145.2_3637'],[],3417,-1,3667
3893,b3691,dgoT,['NC_000913.3_cds_NP_418146.4_3638'],[],3418,1236,3668
3894,b4478,dgoD,['NC_000913.3_cds_YP_026237.1_3639'],[],3419,1509,3669
3895,b4477,dgoA,['NC_000913.3_cds_YP_026238.1_3640'],[],3420,1508,3670
3896,b3693,dgoK,['NC_000913.3_cds_NP_418148.1_3641'],[],3421,1237,3671
3897,b4479,dgoR,['NC_000913.3_cds_YP_026239.1_3642'],[],3422,-1,3672
3898,b3696,yidX,['NC_000913.3_cds_YP_026240.1_3643'],[],3423,-1,3673
3899,b3697,yidA,['NC_000913.3_cds_NP_418152.1_3644'],[],3424,1238,3674
3900,b3698,yidB,['NC_000913.3_cds_NP_418153.4_3645'],[],3425,-1,3675
3901,b3699,gyrB,['NC_000913.3_cds_YP_026241.1_3646'],[],3427,-1,3676
3902,b3700,recF,['NC_000913.3_cds_NP_418155.1_3647'],[],3428,-1,3677
3903,b3701,dnaN,['NC_000913.3_cds_NP_418156.1_3648'],[],3429,-1,3678
3904,b3702,dnaA,['NC_000913.3_cds_NP_418157.1_3649'],[],3430,-1,3679
3905,b4757,ysdD,['NC_000913.3_cds_YP_009518826.1_3650'],[],-1,-1,3680
3906,b3703,rpmH,['NC_000913.3_cds_NP_418158.1_3651'],[],3431,-1,3681
3907,b3704,rnpA,['NC_000913.3_cds_NP_418159.1_3652'],[],3432,-1,3682
3908,b4557,yidD,['NC_000913.3_cds_YP_588472.1_3653'],[],3433,-1,3683
3909,b3705,yidC,['NC_000913.3_cds_NP_418161.1_3654'],[],3434,-1,3684
3910,b3706,mnmE,['NC_000913.3_cds_NP_418162.1_3655'],[],3435,-1,3685
3911,b3707,tnaC,['NC_000913.3_cds_NP_418163.1_3656'],[],3436,-1,3686
3912,b3708,tnaA,['NC_000913.3_cds_NP_418164.4_3657'],[],3437,1239,3687
3913,b3709,tnaB,['NC_000913.3_cds_NP_418165.1_3658'],[],3438,1240,3688
3914,b3710,mdtL,['NC_000913.3_cds_NP_418166.1_3659'],[],3439,-1,3689
3915,b3711,yidZ,['NC_000913.3_cds_NP_418167.1_3660'],[],3440,-1,3690
3916,b3712,yieE,['NC_000913.3_cds_NP_418168.2_3661'],[],3441,-1,3691
3917,b3713,yieF,['NC_000913.3_cds_NP_418169.1_3662'],[],3442,1241,3692
3918,b3714,adeP,['NC_000913.3_cds_NP_418170.1_3663'],[],3443,1242,3693
3919,b3715,yieH,['NC_000913.3_cds_NP_418171.1_3664'],[],3444,1243,3694
3920,b3716,cbrB,['NC_000913.3_cds_NP_418172.1_3665'],[],3445,-1,3695
3921,b3717,cbrC,['NC_000913.3_cds_NP_418173.1_3666'],[],3446,-1,3696
3922,b3718,yieK,['NC_000913.3_cds_YP_026242.1_3667'],[],3447,-1,3697
3923,b3719,yieL,['NC_000913.3_cds_NP_418175.3_3668'],[],3448,-1,3698
3924,b3720,bglH,['NC_000913.3_cds_NP_418176.1_3669'],[],3449,-1,3699
3925,b3721,bglB,['NC_000913.3_cds_NP_418177.1_3670'],[],3450,1244,3700
3926,b3722,bglF,['NC_000913.3_cds_NP_418178.1_3671'],[],3451,1245,3701
3927,b3723,bglG,['NC_000913.3_cds_NP_418179.1_3672'],[],3452,-1,3702
3928,b3724,phoU,['NC_000913.3_cds_NP_418180.1_3673'],[],3453,-1,3703
3929,b3725,pstB,['NC_000913.3_cds_NP_418181.1_3674'],[],3454,1246,3704
3930,b3726,pstA,['NC_000913.3_cds_NP_418182.1_3675'],[],3455,1247,3705
3931,b3727,pstC,['NC_000913.3_cds_NP_418183.1_3676'],[],3456,1248,3706
3932,b3728,pstS,['NC_000913.3_cds_NP_418184.1_3677'],[],3457,1249,3707
3933,b3729,glmS,['NC_000913.3_cds_NP_418185.1_3678'],[],3458,1250,3708
3934,b3730,glmU,['NC_000913.3_cds_NP_418186.1_3679'],[],3459,1251,3709
3935,b3731,atpC,['NC_000913.3_cds_NP_418187.1_3680'],[],3460,1252,3710
3936,b3732,atpD,['NC_000913.3_cds_NP_418188.1_3681'],[],3461,1253,3711
3937,b3733,atpG,['NC_000913.3_cds_NP_418189.1_3682'],[],3462,1254,3712
3938,b3734,atpA,['NC_000913.3_cds_NP_418190.1_3683'],[],3463,1255,3713
3939,b3735,atpH,['NC_000913.3_cds_NP_418191.1_3684'],[],3464,1256,3714
3940,b3736,atpF,['NC_000913.3_cds_NP_418192.1_3685'],[],3465,1257,3715
3941,b3737,atpE,['NC_000913.3_cds_NP_418193.1_3686'],[],3466,1258,3716
3942,b3738,atpB,['NC_000913.3_cds_NP_418194.1_3687'],[],3467,1259,3717
3943,b3739,atpI,['NC_000913.3_cds_NP_418195.2_3688'],[],3468,1260,3718
3944,b3740,rsmG,['NC_000913.3_cds_NP_418196.1_3689'],[],3469,-1,3719
3945,b3741,mnmG,['NC_000913.3_cds_NP_418197.1_3690'],[],3470,-1,3720
3946,b3742,mioC,['NC_000913.3_cds_NP_418198.1_3691'],[],3471,-1,3721
3947,b3743,asnC,['NC_000913.3_cds_NP_418199.1_3692'],[],3472,-1,3722
3948,b3744,asnA,['NC_000913.3_cds_NP_418200.1_3693'],[],3473,1261,3723
3949,b3745,viaA,['NC_000913.3_cds_YP_026243.1_3694'],[],3474,-1,3724
3950,b3746,ravA,['NC_000913.3_cds_NP_418202.4_3695'],[],3475,-1,3725
3951,b3747,kup,['NC_000913.3_cds_YP_026244.1_3696'],[],3476,1262,3726
3952,b3748,rbsD,['NC_000913.3_cds_NP_418204.2_3697'],[],3477,1263,3727
3953,b3749,rbsA,['NC_000913.3_cds_NP_418205.1_3698'],[],3478,1264,3728
3954,b3750,rbsC,['NC_000913.3_cds_NP_418206.1_3699'],[],3479,1265,3729
3955,b3751,rbsB,['NC_000913.3_cds_NP_418207.1_3700'],[],3480,1266,3730
3956,b4804,rbsZ,[],[],-1,-1,-1
3957,b3752,rbsK,['NC_000913.3_cds_NP_418208.1_3701'],[],3481,1267,3731
3958,b3753,rbsR,['NC_000913.3_cds_NP_418209.1_3702'],[],3482,-1,3732
3959,b3754,hsrA,['NC_000913.3_cds_NP_418210.1_3703'],[],3483,-1,3733
3960,b3755,yieP,['NC_000913.3_cds_YP_026245.1_3704'],[],3484,-1,3734
3961,b3756,rrsC,[],[],-1,-1,-1
3962,b3757,gltU,[],[],-1,-1,-1
3963,b3758,rrlC,[],[],-1,-1,-1
3964,b3759,rrfC,[],[],-1,-1,-1
3965,b3760,aspT,[],[],-1,-1,-1
3966,b3761,trpT,[],[],-1,-1,-1
3967,b4480,hdfR,['NC_000913.3_cds_YP_026246.1_3705'],[],3485,-1,3735
3968,b3764,maoP,['NC_000913.3_cds_NP_418213.1_3706'],[],-1,-1,3736
3969,b3765,yifB,['NC_000913.3_cds_NP_418214.2_3707'],[],3486,-1,3737
3970,b3766,ilvL,['NC_000913.3_cds_NP_418215.1_3708'],[],3487,-1,3738
3971,b4669,ilvX,['NC_000913.3_cds_YP_002791259.1_3709'],[],-1,-1,3739
3972,b4488,ilvG,[],[],3488,-1,3740
3973,b3769,ilvM,['NC_000913.3_cds_NP_418217.1_3710'],[],3489,-1,3741
3974,b3770,ilvE,['NC_000913.3_cds_YP_026247.1_3711'],[],3490,1268,3742
3975,b3771,ilvD,['NC_000913.3_cds_YP_026248.1_3712'],[],3491,1269,3743
3976,b3772,ilvA,['NC_000913.3_cds_NP_418220.1_3713'],[],3492,1270,3744
3977,b3773,ilvY,['NC_000913.3_cds_NP_418221.1_3714'],[],3493,-1,3745
3978,b3774,ilvC,['NC_000913.3_cds_NP_418222.1_3715'],[],3494,1271,3746
3979,b3775,ppiC,['NC_000913.3_cds_NP_418223.1_3716'],[],3495,-1,3747
3980,b3777,yifN,[],[],3497,-1,3748
3981,b3778,rep,['NC_000913.3_cds_YP_026251.1_3717'],[],3498,-1,3749
3982,b3779,gpp,['NC_000913.3_cds_YP_026252.1_3718'],[],3499,1272,3750
3983,b3780,rhlB,['NC_000913.3_cds_NP_418227.1_3719'],[],3500,-1,3751
3984,b3781,trxA,['NC_000913.3_cds_NP_418228.2_3720'],[],3501,1273,3752
3985,b3782,rhoL,['NC_000913.3_cds_YP_009518827.1_3721'],[],3502,-1,3753
3986,b3783,rho,['NC_000913.3_cds_NP_418230.1_3722'],[],3503,-1,3754
3987,b3784,rfe,['NC_000913.3_cds_NP_418231.1_3723'],[],3504,1274,3755
3988,b3785,wzzE,['NC_000913.3_cds_NP_418232.2_3724'],[],3505,1275,3756
3989,b3786,wecB,['NC_000913.3_cds_YP_026253.1_3725'],[],3506,1276,3757
3990,b3787,wecC,['NC_000913.3_cds_YP_026254.1_3726'],[],3507,1277,3758
3991,b3788,rffG,['NC_000913.3_cds_YP_026255.1_3727'],[],3508,1278,3759
3992,b3789,rffH,['NC_000913.3_cds_NP_418236.1_3728'],[],3509,1279,3760
3993,b3790,rffC,['NC_000913.3_cds_YP_026256.2_3729'],[],3510,1280,3761
3994,b3791,wecE,['NC_000913.3_cds_NP_418238.1_3730'],[],3511,1281,3762
3995,b3792,wzxE,['NC_000913.3_cds_NP_418239.1_3731'],[],3512,1282,3763
3996,b4481,wecF,['NC_000913.3_cds_YP_026257.1_3732'],[],3513,1510,3764
3997,b3793,wzyE,['NC_000913.3_cds_NP_418241.1_3733'],[],3514,1283,3765
3998,b3794,rffM,['NC_000913.3_cds_NP_418242.1_3734'],[],3515,1284,3766
3999,b3795,yifK,['NC_000913.3_cds_YP_026258.1_3735'],[],3516,-1,3767
4000,b3796,argX,[],[],-1,-1,-1
4001,b3797,hisR,[],[],-1,-1,-1
4002,b3798,leuT,[],[],-1,-1,-1
4003,b3799,proM,[],[],-1,-1,-1
4004,b3800,aslB,['NC_000913.3_cds_YP_026259.1_3736'],[],3517,-1,3768
4005,b3801,aslA,['NC_000913.3_cds_NP_418245.1_3737'],[],3518,-1,3769
4006,b4456,glmZ,[],[],-1,-1,-1
4007,b3802,hemY,['NC_000913.3_cds_NP_418246.1_3738'],[],3519,-1,3770
4008,b3803,hemX,['NC_000913.3_cds_NP_418247.1_3739'],"[20, 21]",3520,-1,3771
4009,b3804,hemD,['NC_000913.3_cds_NP_418248.1_3740'],[],3521,1285,3772
4010,b3805,hemC,['NC_000913.3_cds_YP_026260.1_3741'],[],-1,1286,3773
4011,b3806,cyaA,['NC_000913.3_cds_NP_418250.1_3742'],[],3522,1287,3774
4012,b3807,cyaY,['NC_000913.3_cds_NP_418251.1_3743'],[],3523,-1,3775
4013,b3808,yzcX,['NC_000913.3_cds_YP_009518828.1_3744'],[],3524,-1,3776
4014,b4558,yifL,['NC_000913.3_cds_YP_588473.1_3745'],[],3525,-1,3777
4015,b3809,dapF,['NC_000913.3_cds_NP_418254.2_3746'],[],3526,1288,3778
4016,b3810,yigA,['NC_000913.3_cds_NP_418255.1_3747'],[],3527,-1,3779
4017,b3811,xerC,['NC_000913.3_cds_NP_418256.1_3748'],[],3528,-1,3780
4018,b3812,yigB,['NC_000913.3_cds_NP_418257.1_3749'],[],3529,1289,3781
4019,b3813,uvrD,['NC_000913.3_cds_NP_418258.1_3750'],[],3530,-1,3782
4020,b4482,yigE,['NC_000913.3_cds_YP_026261.1_3751'],[],3531,-1,3783
4021,b4799,ysgD,['NC_000913.3_cds_YP_010051213.1_3752'],[],-1,-1,-1
4022,b3816,corA,['NC_000913.3_cds_NP_418260.1_3753'],[],3532,1290,3784
4023,b3817,yigF,['NC_000913.3_cds_NP_418261.1_3754'],[],3533,-1,3785
4024,b3818,yigG,['NC_000913.3_cds_NP_418262.2_3755'],[],3534,-1,3786
4025,b3819,rarD,['NC_000913.3_cds_YP_026262.1_3756'],[],3535,-1,3787
4026,b3820,yigI,['NC_000913.3_cds_NP_418264.4_3757'],[],3536,-1,3788
4027,b3821,pldA,['NC_000913.3_cds_NP_418265.1_3758'],[],3537,1291,3789
4028,b3822,recQ,['NC_000913.3_cds_YP_026263.3_3759'],[],3538,-1,3790
4029,b3823,rhtC,['NC_000913.3_cds_YP_026264.1_3760'],[],3539,1292,3791
4030,b3824,rhtB,['NC_000913.3_cds_YP_026265.1_3761'],[],3540,1293,3792
4031,b3825,pldB,['NC_000913.3_cds_YP_026266.1_3762'],[],3541,1294,3793
4032,b3826,yigL,['NC_000913.3_cds_YP_026267.1_3763'],[],3542,1295,3794
4033,b3827,bioP,['NC_000913.3_cds_NP_418271.1_3764'],[],3543,-1,3795
4034,b3828,metR,['NC_000913.3_cds_NP_418272.1_3765'],[],3544,-1,3796
4035,b3829,metE,['NC_000913.3_cds_NP_418273.1_3766'],[],3545,1296,3797
4036,b3830,ysgA,['NC_000913.3_cds_YP_026268.1_3767'],[],3546,-1,3798
4037,b3831,udp,['NC_000913.3_cds_NP_418275.1_3768'],[],3547,1297,3799
4038,b3832,rmuC,['NC_000913.3_cds_NP_418276.1_3769'],[],3548,-1,3800
4039,b3833,ubiE,['NC_000913.3_cds_YP_026269.1_3770'],[],3549,1298,3801
4040,b3834,ubiJ,['NC_000913.3_cds_NP_418278.1_3771'],[],3550,-1,3802
4041,b4707,esrE,[],[],-1,-1,-1
4042,b3835,ubiB,['NC_000913.3_cds_NP_418279.1_3772'],[],3551,-1,3803
4043,b3836,tatA,['NC_000913.3_cds_NP_418280.4_3773'],[],3552,-1,3804
4044,b3838,tatB,['NC_000913.3_cds_YP_026270.1_3774'],[],3553,-1,3805
4045,b3839,tatC,['NC_000913.3_cds_NP_418282.1_3775'],[],3554,-1,3806
4046,b4483,tatD,['NC_000913.3_cds_YP_026271.1_3776'],[],-1,-1,3807
4047,b3842,rfaH,['NC_000913.3_cds_NP_418284.1_3777'],[],3555,-1,3808
4048,b3843,ubiD,['NC_000913.3_cds_NP_418285.1_3778'],[],3556,1299,3809
4049,b3844,fre,['NC_000913.3_cds_NP_418286.1_3779'],[],3557,1300,3810
4050,b3845,fadA,['NC_000913.3_cds_YP_026272.1_3780'],[],3558,1301,3811
4051,b3846,fadB,['NC_000913.3_cds_NP_418288.1_3781'],[],3559,1302,3812
4052,b3847,pepQ,['NC_000913.3_cds_NP_418289.1_3782'],[],3560,-1,3813
4053,b3848,yigZ,['NC_000913.3_cds_NP_418290.4_3783'],[],3561,-1,3814
4054,b3849,trkH,['NC_000913.3_cds_YP_026273.1_3784'],[],3562,1303,3815
4055,b3850,hemG,['NC_000913.3_cds_NP_418292.1_3785'],[],3563,1304,3816
4056,b3851,rrsA,[],[],-1,-1,-1
4057,b3852,ileT,[],[],-1,-1,-1
4058,b3853,alaT,[],[],3564,-1,-1
4059,b3854,rrlA,[],[],-1,-1,-1
4060,b3855,rrfA,[],[],-1,-1,-1
4061,b3856,mobB,['NC_000913.3_cds_NP_418293.2_3786'],[],3565,1305,3817
4062,b3857,mobA,['NC_000913.3_cds_NP_418294.1_3787'],[],3566,1306,3818
4063,b3858,yihD,['NC_000913.3_cds_NP_418295.1_3788'],[],3567,-1,3819
4064,b3859,srkA,['NC_000913.3_cds_NP_418296.1_3789'],[],3568,-1,3820
4065,b3860,dsbA,['NC_000913.3_cds_NP_418297.1_3790'],[],3569,1307,3821
4066,b3861,yihF,['NC_000913.3_cds_NP_418298.4_3791'],[],3570,-1,3822
4067,b3862,yihG,['NC_000913.3_cds_NP_418299.1_3792'],[],3571,-1,3823
4068,b3863,polA,['NC_000913.3_cds_NP_418300.1_3793'],[],3572,-1,3824
4069,b3864,spf,[],[],-1,-1,-1
4070,b3865,yihA,['NC_000913.3_cds_NP_418301.3_3794'],[],-1,-1,3825
4071,b4457,csrC,[],[],-1,-1,-1
4072,b3866,yihI,['NC_000913.3_cds_NP_418302.1_3795'],[],3573,-1,3826
4073,b3867,hemN,['NC_000913.3_cds_NP_418303.2_3796'],[],3574,1308,3827
4074,b4686,yshB,['NC_000913.3_cds_YP_002791260.1_3797'],[],-1,-1,3828
